,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
2948,2948,Putrid Haunt,0,0,8,13,44,8d8 + 8,N E,undead,,,M,17,8,13,3,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,20,True,"[""False Appearance""]",,,,,,True,,False,False,"[""poisoned""]","B, I,P","[""dexterity""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""poisoned""]","[""understands the language it knew in life but can't speak""]","CS,LF",,swamp,"AOE, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2365,2365,Chief Guh,0,0,11,9,160,10d12 + 40,C E,giant,,,H,21,1,19,5,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,0,,-1,,-1,,-1,,-1,False,,,,,,,True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,,,,,"[""Common"",""Giant"",""Goblin""]","C,GI,GO",greatclub,,"MLW,MW, RCH, RW",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
494,494,Zargash,0,0,9,13,45,7d8 + 14,C E,humanoid,"cleric, Human",,M,14,10,14,12,16,15,4,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,13,,30,,-1,,-1,,-1,,-1,True,,Wis,,O,"[""deafened"",""paralyzed"",""prone""]","[""dexterity"",""wisdom""]",True,,True,False,,"B, N",,-1,0,,,,False,,,,,"[""Common""]",C,warhammer,,"MLW,MW",WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
41,41,Buer,0,0,27,21,315,30d10 + 150,L E,fiend,devil,,L,23,22,21,16,18,17,-1,-1,-1,14,13,15,10,-1,11,11,-1,-1,-1,-1,-1,22,-1,17,-1,-1,-1,-1,-1,11,0,21,SD,25,,-1,,-1,,-1,,-1,True,"[""Devil's Sight"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",True,True,,"B, C,F,O,S","[""constitution"",""wisdom""]",-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""poisoned""]","[""Celestial"",""Common"",""Draconic"",""Infernal"",""telepathy 120 ft.""]","C,CE,DR,I,TP",,,"MW, RCH",CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1072,1072,Rock Gnome Recluse,0,1,4,13,7,2d6,C N,humanoid,gnome,,S,6,11,10,15,10,13,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,25,,-1,,-1,,-1,,-1,True,,Int,"C,O",CW,,,True,,False,False,,"C,O",,-1,0,,,,False,,,,,"[""Common"",""Gnomish""]",C G,,,,DIP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
549,549,Baphomet,0,0,29,22,319,22d12 + 176,C E,fiend,demon,,H,30,14,26,18,24,16,-1,-1,14,15,9,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,0,24,U,40,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances"",""Magic Resistance""]",Cha,,O,"[""charmed""]","[""dexterity"",""wisdom""]",True,"[""Frightful Presence"",""Multiattack""]",False,False,"[""frightened"",""prone""]","O,P","[""strength"",""wisdom""]",-1,0,,,,False,"[""cold"",""fire"",""lightning""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""that is nonmagical""}]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1444,1444,Erina,0,0,4,12,22,4d6 + 8,N,humanoid,erina,,S,9,12,14,13,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,20,,20,,-1,,-1,,-1,True,"[""Keen Senses""]",,,,,,True,,False,False,,"B, P,S",,-1,0,,,,False,"[""poison""]",,,,"[""Common"",""Erina""]",C,"dagger, sling","forest, grassland","MLW,MW, RW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
682,682,Kelek,0,0,11,12,45,7d8 + 14,C E,humanoid,"Human, sorcerer",,M,15,10,14,15,13,17,6,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,True,,Cha,F,O,"[""charmed"",""restrained""]","[""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,True,,"B, F,O","[""dexterity""]",-1,0,,,,False,,,,,"[""Common"",""Draconic"",""Elvish""]","C,DR,E",,,"AOE, MW",WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
523,523,Tsucora Quori,0,1,13,16,68,8d8 + 32,L E,aberration,,,M,17,14,18,14,14,16,6,-1,5,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,D,40,,-1,,-1,,-1,,-1,False,,Cha,,"I,P","[""charmed"",""frightened""]","[""wisdom""]",True,"[""Multiattack""]",False,False,"[""frightened"",""grappled"",""incapacitated""]","B, P,S,Y","[""charisma"",""wisdom""]",-1,0,,,,False,"[""psychic""]",,,"[""charmed"",""frightened""]","[""Common"",""Quori""]",C,,,"MW, RCH",ERLW,False,"[""Quori""]",,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1751,1751,Urochar,0,0,23,19,256,19d12 + 133,C E,aberration,,,H,24,15,24,14,14,20,11,-1,8,13,8,-1,-1,-1,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,U,40,,-1,,40,,-1,,-1,True,"[""Spider Climb""]",,,,,,True,"[""Multiattack"",""Tentacles""]",False,True,"[""frightened"",""grappled"",""paralyzed"",""restrained""]","B, Y","[""charisma"",""strength"",""wisdom""]",-1,0,,,,False,"[""cold"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""thunder""]","[""frightened""]","[""understands Darakhul and Void Speech but can't speak""]",CS,,underdark,"AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2140,2140,Blue Slaad,0,0,13,15,123,13d10 + 52,C N,aberration,,,L,20,15,18,7,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Regeneration""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S,Y","[""constitution""]",-1,0,,,,False,"[""acid"",""cold"",""fire"",""lightning"",""thunder""]",,,,"[""Slaad"",""telepathy 60 ft.""]","OTH,TP",,,"DIS, HPR, MW",MM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
1099,1099,Gynosphinx,0,0,17,17,136,16d10 + 48,L N,monstrosity,,,L,18,15,16,18,18,18,-1,-1,-1,-1,-1,-1,12,12,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,0,18,U,40,,-1,,-1,,60,,-1,True,"[""Magic Weapons""]",Int,,CW,,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",False,False,,S,,-1,0,N,"[""constitution""]",,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""psychic""]","[""charmed"",""frightened""]","[""Common"",""Sphinx""]","C,OTH",,desert,MW,MM,False,"[""Sphinxes""]",,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
2528,2528,Langdedrosa Cyanwrath,0,0,10,17,57,6d12 + 18,L E,humanoid,half-dragon,,M,19,13,16,10,14,12,-1,-1,-1,5,-1,6,-1,-1,-1,4,-1,-1,-1,-1,-1,6,-1,3,-1,-1,-1,-1,-1,-1,0,14,"B, D",30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,,"L,P,S","[""dexterity""]",-1,0,,,,False,"[""lightning""]",,,,"[""Common"",""Draconic""]","C,DR","greatsword, spear",,"AOE, MLW,MW, RW, THW",HotDQ,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2451,2451,Lynx Creatlach,0,0,11,13,136,16d8 + 64,L E,undead,tiefling,,M,18,14,18,13,16,18,7,-1,6,7,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,30,,-1,,-1,,-1,,-1,True,"[""Damage Absorption"",""Immutable Form"",""Magic Resistance"",""Regeneration"",""Turn Immunity""]",,,,,,True,"[""Multiattack""]",False,False,,P,,-1,0,,,,False,"[""necrotic"",""psychic""]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned"",""stunned""]","[""Common"",""Infernal""]","C,I",shortsword,,"MLW,MW",IMR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
3075,3075,Homarid,0,0,7,14,44,8d8 + 8,C E,monstrosity,,,M,13,8,13,9,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,20,,-1,,-1,,-1,,30,True,"[""Amphibious""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]",S,,-1,0,,,,False,,,,,"[""Homarid""]",OTH,,,MW,PSD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
166,166,Cadaver Collector,0,0,20,17,189,18d10 + 90,L E,construct,,,L,21,14,20,5,11,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Unusual Nature""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",True,False,"[""paralyzed""]","B, N","[""constitution""]",-1,0,,,,False,,,"[""necrotic"",""poison"",""psychic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands all languages but can't speak""]","CS,XX",,grassland,"AOE, MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
